Review number	Language	Hotel	Hotel stars	Hotel city	Hotel country	Reviewer	Reviewer location	Reviewer type	Positive	Negative	Rating
250	nl	grandhoteldechampagne	3	Parijs	fr	Yury	Sankt-Peterburg, Rusland	Gezin met oudere kinderen	\n\xd0\x9f\xd0\xbe\xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe \xd1\x80\xd0\xb0\xd1\x81\xd0\xbf\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb6\xd0\xb5\xd0\xbd\xd0\xb8\xd1\x8f \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8f. \xd0\x9f\xd1\x80\xd0\xb8\xd0\xb2\xd0\xb5\xd1\x82\xd0\xbb\xd0\xb8\xd0\xb2\xd1\x8b\xd0\xb9 \xd0\xbf\xd0\xb5\xd1\x80\xd1\x81\xd0\xbe\xd0\xbd\xd0\xb0\xd0\xbb. \xd0\x95\xd1\x81\xd1\x82\xd1\x8c \xd1\x80\xd1\x83\xd1\x81\xd1\x81\xd0\xba\xd0\xbe\xd0\xb3\xd0\xbe\xd0\xb2\xd0\xbe\xd1\x80\xd1\x8f\xd1\x89\xd0\xb8\xd0\xb5.\n	\n\xd0\x9f\xd0\xbe\xd1\x87\xd1\x82\xd0\xb8 \xd0\xb2\xd1\x81\xd0\xb5 \xd0\xbd\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c. \xd0\x9b\xd0\xb5\xd1\x81\xd1\x82\xd0\xbd\xd0\xb8\xd1\x86\xd0\xb0 \xd0\xb2\xd0\xb8\xd0\xbd\xd1\x82\xd0\xbe\xd0\xb2\xd0\xb0\xd1\x8f \xd0\xbd\xd0\xb0 \xd1\x8d\xd1\x82\xd0\xb0\xd0\xb6\xd0\xb8, \xd1\x81 \xd0\xba\xd0\xbe\xd1\x82\xd0\xbe\xd1\x80\xd0\xbe\xd0\xb9 \xd0\xbc\xd0\xbe\xd0\xb6\xd0\xbd\xd0\xbe \xd1\x83\xd0\xbf\xd0\xb0\xd1\x81\xd1\x82\xd1\x8c. \xd0\x9b\xd0\xb8\xd1\x84\xd1\x82 \xd1\x80\xd0\xb0\xd0\xb7\xd0\xbc\xd0\xb5\xd1\x80\xd0\xbe\xd0\xbc \xd1\x81 \xd1\x82\xd0\xb5\xd0\xbb\xd0\xb5\xd1\x84\xd0\xbe\xd0\xbd\xd0\xbd\xd1\x83\xd1\x8e \xd0\xb1\xd1\x83\xd0\xb4\xd0\xba\xd1\x83, \xd1\x82\xd0\xb0\xd0\xba\xd0\xbe\xd0\xb5 \xd0\xb2\xd0\xbf\xd0\xb5\xd1\x87\xd0\xb0\xd1\x82\xd0\xbb\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5, \xd1\x87\xd1\x82\xd0\xbe \xd0\xb2\xd0\xbe\xd1\x82-\xd0\xb2\xd0\xbe\xd1\x82 \xd0\xbe\xd0\xb1\xd0\xbe\xd1\x80\xd0\xb2\xd0\xb5\xd1\x82\xd1\x81\xd1\x8f. \xd0\x9d\xd0\xbe\xd0\xbc\xd0\xb5\xd1\x80 \xd0\xbe\xd1\x82\xd0\xb4\xd0\xb5\xd0\xbb\xd0\xb0\xd0\xbd \xd0\xba\xd0\xb0\xd0\xba\xd0\xb8\xd0\xbc-\xd1\x82\xd0\xbe \xd0\xbd\xd0\xb5\xd0\xbb\xd0\xb5\xd0\xbf\xd1\x8b\xd0\xbc \xd0\xba\xd1\x80\xd0\xb0\xd1\x81\xd0\xbd\xd1\x8b\xd0\xbc \xd0\xb1\xd0\xb0\xd1\x80\xd1\x85\xd0\xb0\xd1\x82\xd0\xbe\xd0\xbc. \xd0\xa3\xd0\xbd\xd0\xb8\xd1\x82\xd0\xb0\xd0\xb7 \xd0\xba\xd0\xb0\xd0\xba-\xd1\x82\xd0\xbe \xd0\xb8\xd0\xb7-\xd0\xb7\xd0\xb0 \xd1\x83\xd0\xb3\xd0\xbb\xd0\xb0. \xd0\x94\xd1\x83\xd1\x88\xd0\xb5\xd0\xb2\xd0\xb0\xd1\x8f \xd0\xba\xd0\xb0\xd0\xb1\xd0\xb8\xd0\xbd\xd0\xb0 - \xd0\xb7\xd0\xb0\xd1\x88\xd0\xb5\xd0\xbb, \xd1\x83\xd0\xbf\xd0\xb5\xd1\x80\xd1\x81\xd1\x8f \xd0\xb6\xd0\xb8\xd0\xb2\xd0\xbe\xd1\x82\xd0\xbe\xd0\xbc \xd0\xb2 \xd1\x81\xd0\xbc\xd0\xb5\xd1\x81\xd0\xb8\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c, \xd1\x81\xd0\xb7\xd0\xb0\xd0\xb4\xd0\xb8 \xd0\xbf\xd1\x80\xd0\xb8\xd0\xbf\xd0\xb5\xd1\x80\xd0\xbb\xd0\xb0 \xd1\x81\xd1\x82\xd0\xb5\xd0\xba\xd0\xbb\xd1\x8f\xd0\xbd\xd0\xbd\xd0\xb0\xd1\x8f \xd0\xb4\xd0\xb2\xd0\xb5\xd1\x80\xd1\x8c. \xd0\x9c\xd1\x8b\xd1\x82\xd1\x8c\xd1\x81\xd1\x8f \xd0\xbd\xd0\xb5 \xd0\xb2\xd0\xbe\xd0\xb7\xd0\xbc\xd0\xbe\xd0\xb6\xd0\xbd\xd0\xbe. \xd0\x97\xd0\xb0\xd0\xb2\xd1\x82\xd1\x80\xd0\xb0\xd0\xba - \xd0\xbe\xd1\x87\xd0\xb5\xd0\xbd\xd1\x8c \xd1\x81\xd0\xba\xd1\x80\xd0\xbe\xd0\xbc\xd0\xbd\xd1\x8b\xd0\xb9. \xd0\xa6\xd0\xb5\xd0\xbd\xd0\xb0 \xd0\xb7\xd0\xb0 \xd1\x8d\xd1\x82\xd0\xbe\xd1\x82 \xd1\x82\xd1\x80\xd0\xb5\xd1\x85\xd0\xb7\xd0\xb2\xd0\xb5\xd0\xb7\xd0\xb4\xd0\xbe\xd1\x87\xd0\xbd\xd1\x8b\xd0\xb9 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c \xd0\xb1\xd0\xbe\xd0\xbb\xd1\x8c\xd1\x88\xd0\xb5, \xd1\x87\xd0\xb5\xd0\xbc \xd0\xb2 \xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80\xd0\xb5 \xd0\x9b\xd0\xbe\xd0\xbd\xd0\xb4\xd0\xbe\xd0\xbd\xd0\xb0 \xd0\xb7\xd0\xb0 \xd1\x87\xd0\xb5\xd1\x82\xd1\x8b\xd1\x80\xd0\xb5\xd1\x85\xd0\xb7\xd0\xb2\xd0\xb5\xd0\xb7\xd0\xb4\xd0\xbe\xd1\x87\xd0\xbd\xd1\x8b\xd0\xb9. \xd0\x9f\xd0\xb5\xd1\x80\xd0\xb5\xd0\xb4 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd0\xb5\xd0\xbc \xd0\xb2\xd1\x81\xd0\xb5 \xd0\xb7\xd0\xb0\xd0\xbf\xd0\xbb\xd0\xb5\xd0\xb2\xd0\xb0\xd0\xbd\xd0\xbe, \xd0\xb7\xd0\xb0\xd0\xb3\xd0\xb0\xd0\xb6\xd0\xb5\xd0\xbd\xd0\xbe. \xd0\x9f\xd0\xbb\xd0\xbe\xd1\x85\xd0\xbe\xd0\xb5 \xd0\xb2\xd0\xbf\xd0\xb5\xd1\x87\xd0\xb0\xd1\x82\xd0\xbb\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5 \xd0\xbe\xd0\xb1 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd0\xb5 \xd0\xbf\xd0\xb5\xd1\x80\xd0\xb5\xd0\xb4\xd0\xb0\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xb8 \xd0\xbd\xd0\xb0 \xd0\xbd\xd0\xb5\xd0\xb3\xd0\xb0\xd1\x82\xd0\xb8\xd0\xb2\xd0\xbd\xd0\xbe\xd0\xb5 \xd0\xbc\xd0\xbd\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5 \xd0\xbe \xd0\x9f\xd0\xb0\xd1\x80\xd0\xb8\xd0\xb6\xd0\xb5 \xd0\xb2 \xd1\x86\xd0\xb5\xd0\xbb\xd0\xbe\xd0\xbc.\n	4.6
262	nl	grandhoteldechampagne	3	Parijs	fr	Giuseppe	Roma, Itali\xc3\xab	Ouder stel	\nLa posozione centrale\n	\nNon capisco con quale criterio vengono date 3 stelle a quest&#39;hotel.\nCamera piccola, moquette puzzolente, al posto di un armadio scaffali al\nmuro, bagnetto di 2 metri quadri. Rispetto ai nostri standard italiani 2\nstelle scarse sono pi\xc3\xb9 che sufficiente giusto perch\xc3\xa8 c&#39;\xc3\xa9 un bagnetto in\ncamera! Eppure booking.com lo sponsorizza in primis - mi sembra chiaro\nche il loro giudizio non sia molto obbiettivo\n	4.6
270	nl	grandhoteldechampagne	3	Parijs	fr	Pennera	PHALSBOURG, Frankrijk	Individuele reiziger	\nRien si ce n&#39;est sa situation Cet Etablissements ne m\xc3\xa9rite m\xc3\xaame pas un\nclassement en 2 etoiles\n	\nPas de bar dans la chambre Chambre beaucoup trop petite Pas d&#39;armoire\nUne simple tringle pour ranger ses v\xc3\xaatements Une seule serviette de bain\npour deux ; il a fallu en demander une seconde douche minuscule indigne\nd un camping Aucun emplacement dans la chambre pour poser les bagages\n	3.8
273	nl	grandhoteldechampagne	3	Parijs	fr	Daniela	Edo. de M\xc3\xa9xico, Mexico	Individuele reiziger	\nMe gust\xc3\xb3 mucho la ubicaci\xc3\xb3n porque en la esquina hay un s\xc3\xbaper mercado y est\xc3\xa1 la estaci\xc3\xb3n Chatelet Les Halles que es metro y es RER y tambi\xc3\xa9n est\xc3\xa1 ah\xc3\xad la calle de Rivoli, caminando est\xc3\xa1 el Louvre y el Forum des Halles, me pareci\xc3\xb3 muy bueno tambi\xc3\xa9n el desayuno y el personal del hotel era muy servicial.\n	None	10.0
293	nl	grandhoteldechampagne	3	Parijs	fr	Pierluigi	Roma, Itali\xc3\xab	Gezin met jonge kinderen	\nSolo ed esclusivamente la posizione. Alle spalle del Louvre e su Rue de\nRivoli, \xc3\xa8 a 5 minuti a piedi dai giardini del Louvre...e dalla\npasticceria Angelina! Ottimo collegamento con metro e rer b dal cdg.\n	\nPersonale inadeguato, camere piccolissime e cariche di tendaggi e\nmoquette polverosa, assoluta mancanza di un minifrigo in camera.\n	3.8
296	nl	grandhoteldechampagne	3	Parijs	fr	Graziela	Vitoria, Brazili\xc3\xab	Ouder stel	\nOs funcion\xc3\xa1rios s\xc3\xa3o muito educados e atenciosos. O quarto \xc3\xa9 aconchegante e o banheiro \xc3\xb3timo! Muito perto do metr\xc3\xb4. Eu voltaria a me hospedar l\xc3\xa1 sem d\xc3\xbavida.\n	None	10.0
302	nl	grandhoteldechampagne	3	Parijs	fr	\xd0\xad\xd1\x82\xd0\xb5\xd1\x80\xd0\xb8	Moscow, Rusland	Jong stel	\n\xd0\x9e\xd1\x82\xd0\xbb\xd0\xb8\xd1\x87\xd0\xbd\xd1\x8b\xd0\xb9 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c, \xd0\xbf\xd1\x80\xd0\xbe\xd0\xbf\xd0\xb8\xd1\x82\xd0\xb0\xd0\xbd \xd0\xb4\xd1\x83\xd1\x85\xd0\xbe\xd0\xbc \xd1\x84\xd1\x80\xd0\xb0\xd0\xbd\xd1\x86\xd1\x83\xd0\xb7\xd1\x81\xd0\xba\xd0\xbe\xd0\xb9 \xd0\xb1\xd1\x83\xd1\x80\xd0\xb6\xd1\x83\xd0\xb0\xd0\xb7\xd0\xb8\xd0\xb8, \xd0\xb8\xd0\xbd\xd1\x82\xd0\xb5\xd1\x80\xd1\x8c\xd0\xb5\xd1\x80 \xd0\xba\xd0\xbe\xd0\xbd\xd0\xb5\xd1\x87\xd0\xbd\xd0\xbe \xd0\xb2\xd0\xbf\xd0\xb5\xd1\x87\xd0\xb0\xd1\x82\xd0\xbb\xd1\x8f\xd0\xb5\xd1\x82, \xd1\x81\xd1\x82\xd0\xb0\xd1\x80\xd0\xb8\xd0\xbd\xd0\xbd\xd0\xb0\xd1\x8f \xd0\xbc\xd0\xb5\xd0\xb1\xd0\xb5\xd0\xbb\xd1\x8c, \xd1\x81\xd1\x80\xd0\xb0\xd0\xb7\xd1\x83 \xd0\xbe\xd0\xba\xd1\x83\xd0\xbd\xd0\xb0\xd0\xb5\xd1\x88\xd1\x8c\xd1\x81\xd1\x8f \xd0\xb2 \xd1\x8d\xd0\xbf\xd0\xbe\xd1\x85\xd1\x83 \xd1\x82\xd0\xb5\xd1\x85 \xd0\xb2\xd1\x80\xd0\xb5\xd0\xbc\xd0\xb5\xd0\xbd. \xd0\xa3\xd0\xb4\xd0\xbe\xd0\xb1\xd0\xbd\xd0\xbe\xd0\xb5 \xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe\xd1\x80\xd0\xb0\xd1\x81\xd0\xbf\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb6\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5,\xd0\xb2\xd1\x81\xd0\xb5 \xd0\xb4\xd0\xbe\xd1\x81\xd1\x82\xd0\xbe\xd0\xbf\xd1\x80\xd0\xb8\xd0\xbc\xd0\xb5\xd1\x87\xd0\xb0\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c\xd0\xbd\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8 \xd0\xb2 \xd0\xbf\xd0\xb5\xd1\x88\xd0\xb5\xd0\xb9 \xd0\xb4\xd0\xbe\xd1\x81\xd1\x82\xd1\x83\xd0\xbf\xd0\xbd\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8, \xd1\x80\xd1\x8f\xd0\xb4\xd0\xbe\xd0\xbc \xd0\xba\xd0\xb0\xd1\x84\xd0\xb5,\xd0\xbc\xd0\xb0\xd0\xb3\xd0\xb0\xd0\xb7\xd0\xb8\xd0\xbd\xd1\x8b, \xd1\x80\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe\xd1\x80\xd0\xb0\xd0\xbd\xd1\x8b, \xd0\xb7\xd0\xb0 \xd1\x83\xd0\xb3\xd0\xbb\xd0\xbe\xd0\xbc \xd1\x81\xd1\x83\xd0\xbf\xd0\xb5\xd1\x80\xd0\xbc\xd0\xb0\xd1\x80\xd0\xba\xd0\xb5\xd1\x82, \xd0\xbf\xd0\xb5\xd1\x80\xd1\x81\xd0\xbe\xd0\xbd\xd0\xb0\xd0\xbb \xd0\xbe\xd1\x87\xd0\xb5\xd0\xbd\xd1\x8c \xd0\xb2\xd0\xbd\xd0\xb8\xd0\xbc\xd0\xb0\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xb9, \xd0\xb5\xd1\x81\xd0\xbb\xd0\xb8 \xd0\xbf\xd0\xbe\xd0\xb5\xd0\xb4\xd1\x83 \xd0\xb5\xd1\x89\xd0\xb5 \xd0\xb2 \xd0\x9f\xd0\xb0\xd1\x80\xd0\xb8\xd0\xb6 \xd1\x82\xd0\xbe \xd0\xb2\xd1\x8b\xd0\xb1\xd0\xb5\xd1\x80\xd1\x83 \xd0\xb8\xd0\xbc\xd0\xb5\xd0\xbd\xd0\xbd\xd0\xbe \xd1\x8d\xd1\x82\xd0\xbe\xd1\x82 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c!!!\n	None	10.0
304	nl	grandhoteldechampagne	3	Parijs	fr	Cristian	bucharest, Roemeni\xc3\xab	Ouder stel	\nFarmecul unei cladiri de la 1562 !!! imbinat cu confortul unui hotel actual.\rFelicitari unei natii ce-si apreciaza trecutul prin pastrarea si punerea in valoare a cladirilor istorice. Este o experienta frumoasa sa poti gasi asa ceva. Mult peste impresia unui hotel modern, desi nu duce lipsa de nici o facilitate.\n	None	10.0
342	nl	grandhoteldechampagne	3	Parijs	fr	Veronika	Moscow, Rusland	Individuele reiziger	\n\xd0\xbd\xd0\xb5\xd1\x82! \xd0\xbd\xd0\xbe\xd0\xbc\xd0\xb5\xd1\x80 \xd0\xb1\xd1\x8b\xd0\xbb \xd0\xb7\xd0\xb0\xd0\xb1\xd1\x80\xd0\xbe\xd0\xbd\xd0\xb8\xd1\x80\xd0\xbe\xd0\xb2\xd0\xb0\xd0\xbd \xd0\xb7\xd0\xb0\xd1\x80\xd0\xb0\xd0\xbd\xd0\xb5\xd0\xb5 \xd0\xb8 \xd0\xbf\xd0\xbb\xd0\xb0\xd1\x82\xd0\xb0 \xd0\xb1\xd1\x8b\xd0\xbb\xd0\xb0 \xd1\x81\xd0\xbf\xd0\xb8\xd1\x81\xd0\xb0\xd0\xbd\xd0\xb0 100% \xd1\x83\xd0\xbb\xd1\x83\xd1\x87\xd1\x88\xd0\xb5\xd0\xbd\xd0\xbd\xd1\x8b\xd0\xb9\n\xd1\x81\xd1\x82\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xb0\xd1\x80\xd1\x82- \xd0\xbf\xd1\x80\xd0\xb5\xd0\xb4\xd1\x81\xd1\x82\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xb8 \xd0\xba\xd0\xbb\xd0\xb5\xd1\x82\xd0\xba\xd1\x83- \xd0\xbd\xd0\xb5\xd1\x82 \xd0\xbe\xd0\xb1\xd1\x8a\xd1\x8f\xd1\x81\xd0\xbd\xd0\xb5\xd0\xbd\xd0\xb8\xd1\x8f \xd0\xba\xd0\xb0\xd0\xba\xd0\xb8\xd0\xb5 \xd0\xbd\xd0\xbe\xd0\xbc\xd0\xb5\xd1\x80\xd0\xb0 \xd1\x83\xd0\xbb\xd1\x83\xd1\x87\xd1\x88\xd0\xb5\xd0\xbd\xd0\xbd\xd1\x8b\xd0\xb5 \xd0\xb0\n\xd0\xba\xd0\xb0\xd0\xba\xd0\xb8\xd0\xb5 \xd0\xbd\xd0\xb5\xd1\x82. \xd0\xb4\xd0\xbe\xd0\xbb\xd0\xb3\xd0\xbe \xd0\xb2\xd1\x8b\xd1\x8f\xd1\x81\xd0\xbd\xd1\x8f\xd0\xbb\xd0\xb0 \xd0\xbf\xd0\xbe\xd1\x87\xd0\xb5\xd0\xbc\xd1\x83 \xd0\xbf\xd0\xbe\xd1\x81\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xbb\xd0\xb8 \xd0\xbd\xd0\xb5 \xd1\x82\xd1\x83\xd0\xb4\xd0\xb0! \xd0\xbe\xd1\x82\xd0\xb2\xd0\xb5\xd1\x82 \xd0\xbd\xd0\xb5\xd1\x82 \xd0\xbc\xd0\xb5\xd1\x81\xd1\x82, \xd0\xbf\xd0\xbe\xd1\x82\xd0\xbe\xd0\xbc\n\xd0\xb2\xd1\x81\xd0\xb5 \xd1\x82\xd0\xb0\xd0\xba\xd0\xb8 \xd0\xbf\xd0\xb5\xd1\x80\xd0\xb5\xd1\x81\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xbb\xd0\xb8, \xd0\xbd\xd0\xbe \xd0\xbd\xd0\xb5\xd1\x80\xd0\xb2\xd1\x8b \xd0\xb8 \xd0\xbd\xd0\xb0\xd1\x81\xd1\x82\xd1\x80\xd0\xbe\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5 \xd0\xb1\xd1\x8b\xd0\xbb\xd0\xb8 \xd0\xb8\xd1\x81\xd0\xbf\xd0\xbe\xd1\x80\xd1\x87\xd0\xb5\xd0\xbd\xd1\x8b!!!!\n	None	4.2
346	nl	grandhoteldechampagne	3	Parijs	fr	Elisabeth	Nice, Frankrijk	Ouder stel	\nSituation g\xc3\xa9ographique, architecture\n	\nchambre double r\xc3\xa9serv\xc3\xa9e 4 mois avant au tarif de 192 euros au lieu de 236 euros: chambre ridiculement petite, salle de bain minuscule, lit de 140, et fen\xc3\xaatre donnant sur un mur!!!.Sans lumi\xc3\xa8re, pas de lampe de chevet, correspondant \xc3\xa0 un h\xc3\xb4tel 1 \xc3\xa9toile...\rRefus de changement de chambre, r\xc3\xa9ceptionniste ne parlant pas le Fran\xc3\xa7ais, autre r\xc3\xa9ceptionniste tr\xc3\xa8s d\xc3\xa9sagr\xc3\xa9able.\rA 9h 30, plus rien \xc3\xa0 manger au petit d\xc3\xa9jeuner!\n	4.2
351	nl	grandhoteldechampagne	3	Parijs	fr	Philippe	REIMS, Frankrijk	Ouder stel	\nExcellent  \xc3\xa9tablissement pour un We en amoureux dans un cadre r\xc3\xa9tro et romantique \xc3\xa0 souhait, avec un personnel de qualit\xc3\xa9 ,  fort sympathique , dans un quartier de Paris plein de charme, remplis de petits restaurants  d&#39;excellentss rapport qualit\xc3\xa9 &#47;prix, typiquement parisiens, proche \xc3\xa0 pied du Louvre et des quais de Seine \xc3\x80 r\xc3\xa9server Absolument pour un we divin !!!\n	None	10.0
356	nl	grandhoteldechampagne	3	Parijs	fr	Anoniem	, Verenigde Staten	Gezin met oudere kinderen	\nOlga was excellent with her assistance in securing a private driver to meet us at the airport and drive us to the hotel. The driver had a large vehicle to accommodate a family of 4 with very large suitcases plus carry-ons. The driver and hotel desk staff spoke English which was a relief. The family suite was great because it had two bathrooms and fold out twin beds for my 20- and 22-year old kids. We were happy to be in the same room.\n	\nThe hair dryer in the room was pretty useless. It was not powerful enough to dry thick hair. But this is such a minor thing. We brought our own European hair dryer.\n	10.0
366	nl	grandhoteldechampagne	3	Parijs	fr	Anoniem	, Rusland	Vriendengroep	\n\xd0\xbe\xd1\x82\xd0\xbb\xd0\xb8\xd1\x87\xd0\xbd\xd0\xbe\xd0\xb5 \xd1\x80\xd0\xb0\xd1\x81\xd0\xbf\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb6\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8f \xd0\xb2 \xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80\xd0\xb5 \xd0\xbf\xd0\xb0\xd1\x80\xd0\xb8\xd0\xb6\xd0\xb0. \xd0\xbd\xd0\xbe\xd0\xbc\xd0\xb5\xd1\x80\xd0\xb0 \xd0\xbc\xd0\xb0\xd0\xbb\xd0\xb5\xd0\xbd\xd1\x8c\xd0\xba\xd0\xb8\xd0\xb5, \xd0\xbd\xd0\xbe \xd1\x8d\xd1\x82\xd0\xbe\n\xd1\x85\xd0\xb0\xd1\x80\xd0\xb0\xd0\xba\xd1\x82\xd0\xb5\xd1\x80\xd0\xbd\xd0\xbe \xd0\xb4\xd0\xbb\xd1\x8f \xd0\xbf\xd0\xb0\xd1\x80\xd0\xb8\xd0\xb6\xd0\xb0, \xd1\x82\xd0\xb0\xd0\xba \xd1\x87\xd1\x82\xd0\xbe \xd0\xbd\xd0\xb5 \xd1\x81\xd1\x82\xd0\xbe\xd0\xb8\xd0\xbb\xd0\xbe \xd1\x80\xd0\xb0\xd1\x81\xd1\x87\xd0\xb8\xd1\x82\xd1\x8b\xd0\xb2\xd0\xb0\xd1\x82\xd1\x8c \xd0\xbd\xd0\xb0 \xd0\xb1\xd0\xbe\xd0\xbb\xd1\x8c\xd1\x88\xd0\xb5\xd0\xb5.\n\xd0\xbd\xd0\xb5\xd0\xbf\xd0\xbb\xd0\xbe\xd1\x85\xd0\xbe\xd0\xb9 (\xd0\xbe\xd0\xbf\xd1\x8f\xd1\x82\xd1\x8c \xd0\xb6\xd0\xb5 \xd0\xb4\xd0\xbb\xd1\x8f \xd0\xbf\xd0\xb0\xd1\x80\xd0\xb8\xd0\xb6\xd0\xb0) \xd0\xb7\xd0\xb0\xd0\xb2\xd1\x82\xd1\x80\xd0\xb0\xd0\xba \xd0\xb2 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd0\xb5, \xd1\x80\xd0\xb5\xd0\xba\xd0\xbe\xd0\xbc\xd0\xb5\xd0\xbd\xd0\xb4\xd1\x83\xd1\x8e \xd0\xb1\xd1\x80\xd0\xb0\xd1\x82\xd1\x8c.\n\xd0\xbf\xd0\xb5\xd1\x80\xd1\x81\xd0\xbe\xd0\xbd\xd0\xb0\xd0\xbb \xd0\xbe\xd1\x87\xd0\xb5\xd0\xbd\xd1\x8c \xd0\xb4\xd0\xbe\xd0\xb1\xd1\x80\xd0\xbe\xd0\xb6\xd0\xb5\xd0\xbb\xd0\xb0\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xb9. \xd0\xbd\xd0\xb0\xd0\xbc \xd0\xb2\xd1\x81\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c.\n	None	10.0
475	nl	grandhoteldechampagne	3	Parijs	fr	Anoniem	, Verenigde Staten	Vriendengroep	\nThe location is excellent; staff is friendly and helpful; breakfast is good and convenient.  The hotel is very clean.\n	\nWe would have preferred more electrical outlets or better placed outlets.  It was difficult to use a curling iron and be able to look in a mirror!\n	10.0
